content_id,part,question_elapsed_time_mean,question_had_explanation_mean,question_correctly_q_count,question_correctly_q_mean,tags_lsi,tag_acc_count,tag_acc_max,tag_acc_min
270,2,18172.008,0.991284676,27085,0.656931881,0,35454556,0.7051045,0.66840154
271,2,20532.494,0.940251572,955,0.463874346,18,34931784,0.7049636,0.6873932
272,2,18428.324,0.988341969,13960,0.805945559,0,48705170,0.74207133,0.6873932
273,2,17910.908,0.984161552,5067,0.758831656,0,34606212,0.7129798,0.69067895
274,2,16572.504,0.988621781,11754,0.914497192,9,45874944,0.7288469,0.69481695
275,2,17005.807,0.991123273,15055,0.760079708,0,39753588,0.724939,0.6873932
276,2,18432.56,0.985243902,8216,0.723101266,18,34456372,0.71531856,0.69560355
277,2,17878.541,0.988830923,28691,0.715869088,0,38711520,0.74577135,0.6873932
278,2,19171.594,0.988372093,15275,0.654402619,0,35801170,0.7051045,0.6873932
279,2,18218.627,0.991272089,56140,0.51521197,0,33317738,0.71531856,0.7031636
280,2,18042.645,0.990715972,12759,0.823105259,0,29756240,0.74207133,0.70151895
281,2,21398.193,0.947880473,1446,0.468188105,0,38188936,0.71531856,0.6873932
282,2,16892.85,0.988909733,18194,0.651973178,0,45738256,0.74577135,0.70151895
283,2,17198.861,0.988620465,10754,0.813185791,0,42544092,0.74577135,0.6873932
284,2,20717.674,0.989879362,24787,0.549562271,0,30000032,0.71136594,0.69481695
285,2,18348.33,0.98964497,11519,0.529820297,0,37459400,0.71531856,0.69067895
286,2,15268.452,0.9528088,11974,0.884583264,0,37735584,0.724939,0.69481695
287,2,16491.162,0.988964954,9823,0.68115647,0,39156380,0.7171489,0.7051045
288,2,16071.883,0.979438949,55822,0.650370822,0,41659070,0.7129798,0.57320416
289,2,15481.01,0.938323552,9049,0.883191513,0,39631790,0.7171489,0.6873932
290,2,15920.147,0.991273661,31284,0.66925585,0,38660130,0.7236581,0.7051045
291,2,16753.734,0.990808119,36724,0.763261083,18,36474376,0.7051045,0.6873932
292,2,16100.192,0.986512524,1041,0.841498559,0,39001990,0.71531856,0.69067895
293,2,17230.24,0.967858314,15279,0.762942601,0,40801340,0.7189976,0.6873932
294,2,16187.471,0.995681393,130917,0.869810643,0,34188330,0.72362375,0.7051045
295,2,17211.504,0.982758621,15280,0.680104712,0,39830056,0.7573432,0.7051045
296,2,18397.62,0.405075808,24359,0.625354079,0,39477410,0.7129798,0.6873932
297,2,15858.543,0.964947255,12094,0.853067637,0,42033520,0.7472039,0.6873932
298,2,16828.605,0.989789556,12869,0.738985158,0,35723184,0.74577135,0.69481695
299,2,16562.902,0.988980716,1092,0.628205128,17,34152020,0.74207133,0.7051045
300,2,17150.17,0.979486158,10084,0.837961127,0,36206336,0.72362375,0.6873932
301,2,15149.086,0.988748242,713,0.852734923,18,34931784,0.7049636,0.6873932
302,2,17869.947,0.988834722,12763,0.568988482,0,37528096,0.724939,0.7051045
303,2,16626.562,0.94905479,6270,0.749760766,0,41174384,0.7171489,0.6873932
304,2,17211.34,0.984536082,194,0.757731959,0,36657504,0.724939,0.7031636
305,2,15987.425,0.98782031,12733,0.780177492,0,42544092,0.74577135,0.6873932
306,2,19352.928,0.854625068,18432,0.740614149,0,41842456,0.7573432,0.7051045
307,2,16328.547,0.991368299,25896,0.718566574,0,37735584,0.724939,0.69481695
308,2,18861.072,0.906483895,11950,0.641004184,0,34258576,0.70151895,0.6873932
309,2,18474.328,0.958166476,14019,0.493972466,0,35919572,0.7051045,0.66840154
310,2,18208.334,0.979166667,241,0.597510373,11,34871228,0.71136594,0.6873932
311,2,15261.011,0.991455122,28189,0.656745539,0,44886710,0.7472039,0.6873932
312,2,15459.548,0.986704385,7087,0.889374912,0,36265336,0.7129798,0.6873932
313,2,15512.073,0.987868891,8598,0.782856478,0,35849950,0.7189976,0.6873932
314,2,16128.629,0.985021618,6498,0.953524161,0,44027576,0.7171489,0.6873932
315,2,16035.06,0.987239841,8099,0.738733177,18,25109202,0.7049636,0.69560355
316,2,15339.649,0.99066185,14775,0.906260575,0,46764090,0.7472039,0.6873932
317,2,16358.944,0.988303466,9363,0.933141087,6,33708740,0.7236581,0.6987908
318,2,19365.377,0.985893417,5763,0.756897449,6,34050610,0.71531856,0.69067895
319,2,20411.865,0.990226515,17456,0.573040788,0,28485164,0.71531856,0.66840154
320,2,18042.838,0.98918875,12368,0.90232859,6,37156136,0.7472039,0.6873932
321,2,18210.318,0.988648948,10872,0.809970567,9,32844752,0.724939,0.69560355
322,2,20967.496,0.989460048,17042,0.560321559,0,38654356,0.71531856,0.6873932
323,2,16151.939,0.983473862,5945,0.93372582,6,34204990,0.7171489,0.6987908
324,2,17801.139,0.643546186,21349,0.734507471,0,28366352,0.71531856,0.6987908
325,2,20626.992,0.622842592,21253,0.511833623,0,43654530,0.7189976,0.6873932
326,2,19451.318,0.988900308,14707,0.752974774,9,34174020,0.724939,0.67567223
327,2,18387.99,0.987856963,11975,0.825803758,9,40900590,0.74207133,0.6873932
328,2,18192.203,0.989087899,13337,0.739596611,0,43406080,0.7288469,0.6873932
329,2,20487.994,0.990070618,23451,0.644322204,9,31462434,0.71136594,0.6873932
